person_id,first_name,last_name,display_first_last,birthdate,country,height,weight,jersey,position,team_id,team_name,team_abbreviation,team_city,from_year,to_year,draft_year,draft_round,draft_number
76996,Tom,Henderson,Tom Henderson,1952-01-26,USA,6-3,190.0,6,Guard,1610612745,Rockets,HOU,Houston,1974.0,1982.0,1974,1,7
1630565,Aaron,Henry,Aaron Henry,1999-08-30,USA,6-5,210.0,,Forward,0,,,,2021.0,2021.0,Undrafted,Undrafted,Undrafted
77002,Conner,Henry,Conner Henry,1963-07-21,USA,6-7,195.0,,Guard,1610612738,Celtics,BOS,Boston,1986.0,1987.0,1986,4,89
77003,Skeeter,Henry,Skeeter Henry,1967-12-08,USA,6-7,190.0,4,Guard,1610612756,Suns,PHX,Phoenix,1993.0,1993.0,Undrafted,Undrafted,Undrafted
202333,Xavier,Henry,Xavier Henry,1991-03-15,USA,6-6,220.0,,Forward-Guard,0,,,,2010.0,2014.0,2010,1,12
1667,Steve,Henson,Steve Henson,1968-02-02,USA,5-11,177.0,,Guard,0,,,,1990.0,1998.0,1990,2,44
1627823,Juancho,Hernangomez,Juancho Hernangomez,1995-09-28,Spain,6-9,214.0,,Forward,0,,,,2016.0,2022.0,2016,1,15
1629639,Tyler,Herro,Tyler Herro,2000-01-20,USA,6-5,195.0,14,Guard,1610612748,Heat,MIA,Miami,2019.0,2022.0,2019,1,13
77010,Keith,Herron,Keith Herron,1956-06-14,USA,6-6,195.0,15,Guard,1610612765,Pistons,DET,Detroit,1978.0,1981.0,1978,2,24
1628987,Kevin,Hervey,Kevin Hervey,1996-07-09,USA,6-9,230.0,15,Forward,1610612760,Thunder,OKC,Oklahoma City,2019.0,2019.0,2018,2,57
1626209,Mario,Hezonja,Mario Hezonja,1995-02-25,Croatia,6-8,220.0,44,Forward-Guard,1610612753,Magic,ORL,Orlando,2015.0,2019.0,2015,1,5
201579,Roy,Hibbert,Roy Hibbert,1986-12-11,USA,7-2,270.0,34,Center,1610612754,Pacers,IND,Indiana,2008.0,2016.0,2008,1,17
1628439,Isaiah,Hicks,Isaiah Hicks,1994-07-24,USA,6-9,230.0,4,Forward,1610612752,Knicks,NYK,New York,2017.0,2018.0,Undrafted,Undrafted,Undrafted
201581,JJ,Hickson,JJ Hickson,1988-09-04,USA,6-9,242.0,21,Center-Forward,1610612739,Cavaliers,CLE,Cleveland,2008.0,2015.0,2008,1,19
1627741,Buddy,Hield,Buddy Hield,1992-12-17,Bahamas,6-4,220.0,24,Guard,1610612754,Pacers,IND,Indiana,2016.0,2022.0,2016,1,6
925,Sean,Higgins,Sean Higgins,1968-12-30,USA,6-9,205.0,,Forward,0,,,,1990.0,1997.0,1990,2,54
77021,Kenny,Higgs,Kenny Higgs,1955-01-31,USA,6-0,180.0,1,Guard,1610612743,Nuggets,DEN,Denver,1978.0,1981.0,Undrafted,Undrafted,Undrafted
77022,Johnny,High,Johnny High,1957-04-25,USA,6-3,185.0,11,Guard,1610612756,Suns,PHX,Phoenix,1979.0,1983.0,1979,2,24
1629312,Haywood,Highsmith,Haywood Highsmith,1996-12-09,USA,6-5,220.0,24,Forward,1610612748,Heat,MIA,Miami,2018.0,2022.0,2018,,
77024,Armond,Hill,Armond Hill,1953-03-31,USA,6-4,190.0,24,Guard,1610612737,Hawks,ATL,Atlanta,1976.0,1983.0,1976,1,9
201195,Herbert,Hill,Herbert Hill,1984-10-01,USA,6-10,240.0,35,Forward-Center,1610612755,76ers,PHI,Philadelphia,2007.0,2007.0,2007,2,55
1630792,Malcolm,Hill,Malcolm Hill,1995-10-26,USA,6-6,220.0,,Forward,0,,,,2021.0,2022.0,Undrafted,Undrafted,Undrafted
203524,Solomon,Hill,Solomon Hill,1991-03-18,USA,6-6,226.0,,Forward,0,,,,2013.0,2021.0,2013,1,23
238,Tyrone,Hill,Tyrone Hill,1968-03-19,USA,6-9,250.0,,Forward,0,,,,1990.0,2003.0,1990,1,11
77030,Roy,Hinson,Roy Hinson,1961-05-02,USA,6-9,210.0,6,Center,1610612739,Cavaliers,CLE,Cleveland,1983.0,1990.0,1983,1,20
200823,Robert,Hite,Robert Hite,1984-01-12,USA,6-2,184.0,,Guard,0,,,,2006.0,2006.0,Undrafted,Undrafted,Undrafted
1629658,Jaylen,Hoard,Jaylen Hoard,1999-03-30,France,6-8,216.0,,Forward,0,,,,2019.0,2021.0,Undrafted,Undrafted,Undrafted
202359,Darington,Hobson,Darington Hobson,1987-09-29,USA,6-7,210.0,,Guard,0,,,,2011.0,2011.0,2010,2,37
697,Fred,Hoiberg,Fred Hoiberg,1972-10-15,USA,6-5,210.0,32,Guard,1610612741,Bulls,CHI,Chicago,1995.0,2004.0,1995,2,52
77040,Brad,Holland,Brad Holland,1956-12-06,USA,6-3,180.0,14,Guard,1610612747,Lakers,LAL,Los Angeles,1979.0,1981.0,1979,1,14
1631096,Chet,Holmgren,Chet Holmgren,2002-05-01,USA,7-1,195.0,7,Center-Forward,1610612760,Thunder,OKC,Oklahoma City,2022.0,2022.0,2022,1,2
1630258,Caleb,Homesley,Caleb Homesley,1996-11-27,USA,6-6,205.0,,Guard,1610612764,Wizards,WAS,Washington,2020.0,2020.0,Undrafted,Undrafted,Undrafted
1532,Jerald,Honeycutt,Jerald Honeycutt,1974-10-20,USA,6-9,254.0,25,Forward-Guard,1610612749,Bucks,MIL,Milwaukee,1997.0,1998.0,1997,2,38
202715,Tyler,Honeycutt,Tyler Honeycutt,1990-07-15,USA,6-8,188.0,,Forward,0,,,,2011.0,2012.0,2011,2,35
1967,Derek,Hood,Derek Hood,1976-12-22,USA,6-8,222.0,55,Forward,1610612766,Hornets,CHH,Charlotte,1999.0,2002.0,Undrafted,Undrafted,Undrafted
77053,Dave,Hoppen,Dave Hoppen,1964-03-13,USA,6-11,235.0,42,Center,1610612766,Hornets,CHH,Charlotte,1987.0,1992.0,1986,3,65
201143,Al,Horford,Al Horford,1986-06-03,Dominican Republic,6-9,240.0,42,Center-Forward,1610612738,Celtics,BOS,Boston,2007.0,2022.0,2007,1,3
77057,Tito,Horford,Tito Horford,1966-01-19,USA,7-1,245.0,42,Center,1610612749,Bucks,MIL,Milwaukee,1988.0,1993.0,1988,2,39
204,Jeff,Hornacek,Jeff Hornacek,1963-05-03,USA,6-4,190.0,14,Guard,1610612762,Jazz,UTA,Utah,1986.0,1999.0,1986,2,46
109,Robert,Horry,Robert Horry,1970-08-25,USA,6-10,240.0,25,Forward-Center,1610612747,Lakers,LAL,Los Angeles,1992.0,2007.0,1992,1,11
77060,Ed,Horton,Ed Horton,1967-12-17,USA,6-8,230.0,32,Center,1610612764,Bullets,WAS,Washington,1989.0,1989.0,1989,2,39
1629659,Talen,Horton-Tucker,Talen Horton-Tucker,2000-11-25,USA,6-4,234.0,0,Guard,1610612762,Jazz,UTA,Utah,2019.0,2022.0,2019,2,46
2067,Eddie,House,Eddie House,1978-05-14,USA,6-1,190.0,55,Guard,1610612748,Heat,MIA,Miami,2000.0,2010.0,2000,2,37
1627863,Danuel,House Jr.,Danuel House Jr.,1993-06-07,USA,6-6,220.0,25,Forward-Guard,1610612755,76ers,PHI,Philadelphia,2016.0,2022.0,Undrafted,Undrafted,Undrafted
1631216,Caleb,Houstan,Caleb Houstan,2003-01-09,Canada,6-8,205.0,2,Guard,1610612753,Magic,ORL,Orlando,2022.0,2022.0,2022,2,32
275,Allan,Houston,Allan Houston,1971-04-20,USA,6-6,205.0,,Guard,0,,,,1993.0,2004.0,1993,1,11
780,Byron,Houston,Byron Houston,1969-11-22,USA,6-5,250.0,35,Forward,1610612744,Warriors,GOS,Golden State,1992.0,1995.0,1992,1,27
2572,Josh,Howard,Josh Howard,1980-04-28,USA,6-7,210.0,,Forward-Guard,0,,,,2003.0,2012.0,2003,1,29
436,Juwan,Howard,Juwan Howard,1973-02-07,USA,6-9,250.0,5,Forward,1610612764,Wizards,WAS,Washington,1994.0,2012.0,1994,1,5
1630210,Markus,Howard,Markus Howard,1999-03-03,USA,5-10,175.0,00,Guard,1610612743,Nuggets,DEN,Denver,2020.0,2021.0,Undrafted,Undrafted,Undrafted
1128,Stephen,Howard,Stephen Howard,1970-07-15,USA,6-9,225.0,,Forward,0,,,,1992.0,1997.0,Undrafted,Undrafted,Undrafted
1631309,Trevor,Hudgins,Trevor Hudgins,1999-03-23,USA,6-0,180.0,12,Guard,1610612745,Rockets,HOU,Houston,2022.0,2022.0,Undrafted,Undrafted,Undrafted
201991,Lester,Hudson,Lester Hudson,1984-08-07,USA,6-3,190.0,14,Guard,1610612738,Celtics,BOS,Boston,2009.0,2014.0,2009,2,58
1628989,Kevin,Huerter,Kevin Huerter,1998-08-27,USA,6-7,198.0,9,Guard-Forward,1610612758,Kings,SAC,Sacramento,2018.0,2022.0,2018,1,19
1630643,Jay,Huff,Jay Huff,1997-08-25,USA,7-1,240.0,30,Center,1610612764,Wizards,WAS,Washington,2021.0,2022.0,Undrafted,Undrafted,Undrafted
1572,Nate,Huffman,Nate Huffman,1975-04-02,USA,7-1,245.0,7,Center,1610612761,Raptors,TOR,Toronto,2002.0,2002.0,Undrafted,Undrafted,Undrafted
77076,Alfredrick,Hughes,Alfredrick Hughes,1962-07-19,USA,6-5,215.0,6,Forward,1610612759,Spurs,SAS,San Antonio,1985.0,1985.0,1985,1,14
1630190,Elijah,Hughes,Elijah Hughes,1998-03-10,USA,6-5,215.0,19,Guard,1610612757,Trail Blazers,POR,Portland,2020.0,2021.0,2020,2,39
1716,Larry,Hughes,Larry Hughes,1979-01-23,USA,6-5,185.0,,Guard,0,,,,1998.0,2011.0,1998,1,8
1629353,Isaac,Humphries,Isaac Humphries,1998-01-05,Australia,7-0,260.0,8,Center,1610612737,Hawks,ATL,Atlanta,2018.0,2018.0,2017,,
77081,Jay,Humphries,Jay Humphries,1962-10-17,USA,6-3,185.0,5,Guard,1610612749,Bucks,MIL,Milwaukee,1984.0,1994.0,1984,1,13
2743,Kris,Humphries,Kris Humphries,1985-02-06,USA,6-9,235.0,43,Forward,1610612751,Nets,BKN,Brooklyn,2004.0,2016.0,2004,1,14
2599,Brandon,Hunter,Brandon Hunter,1980-11-24,USA,6-7,266.0,34,Forward,1610612738,Celtics,BOS,Boston,2003.0,2004.0,2003,2,56
77083,Cedric,Hunter,Cedric Hunter,1965-01-16,USA,6-0,180.0,15,Forward,1610612766,Hornets,CHH,Charlotte,1991.0,1991.0,Undrafted,Undrafted,Undrafted
1626205,Vincent,Hunter,Vincent Hunter,1994-08-05,USA,6-8,208.0,,Forward,0,,,,2017.0,2017.0,Undrafted,Undrafted,Undrafted
310,Bobby,Hurley,Bobby Hurley,1971-06-28,USA,6-0,165.0,12,Guard,1610612758,Kings,SAC,Sacramento,1993.0,1997.0,1993,1,7
1628990,Chandler,Hutchison,Chandler Hutchison,1996-04-26,USA,6-6,210.0,,Forward-Guard,0,,,,2018.0,2021.0,2018,1,22
1630538,Bones,Hyland,Bones Hyland,2000-09-14,USA,6-2,169.0,3,Guard,1610612746,Clippers,LAC,LA,2021.0,2022.0,2021,1,26
77092,Marc,Iavaroni,Marc Iavaroni,1956-09-15,USA,6-10,210.0,43,Forward,1610612762,Jazz,UTA,Utah,1982.0,1988.0,1978,3,55
2738,Andre,Iguodala,Andre Iguodala,1984-01-28,USA,6-6,215.0,9,Guard-Forward,1610612744,Warriors,GSW,Golden State,2004.0,2022.0,2004,1,9
101148,Mile,Ilic,Mile Ilic,1984-06-02,Serbia,7-1,255.0,9,Center,1610612751,Nets,NJN,New Jersey,2006.0,2006.0,2005,2,43
77096,Byron,Irvin,Byron Irvin,1966-12-02,USA,6-5,190.0,32,Guard,1610612757,Trail Blazers,POR,Portland,1989.0,1992.0,1989,1,22
2767,Royal,Ivey,Royal Ivey,1981-12-20,USA,6-4,200.0,,Guard,0,,,,2004.0,2013.0,2004,2,37
101127,Jarrett,Jack,Jarrett Jack,1983-10-28,USA,6-3,200.0,55,Guard,1610612757,Trail Blazers,POR,Portland,2005.0,2017.0,2005,1,22
202132,Cedric,Jackson,Cedric Jackson,1986-03-05,USA,6-3,190.0,9,Guard,1610612739,Cavaliers,CLE,Cleveland,2009.0,2009.0,Undrafted,Undrafted,Undrafted
1630543,Isaiah,Jackson,Isaiah Jackson,2002-01-10,USA,6-9,205.0,22,Forward,1610612754,Pacers,IND,Indiana,2021.0,2022.0,2021,1,22
2739,Luke,Jackson,Luke Jackson,1981-11-06,USA,6-7,215.0,,Forward-Guard,0,,,,2004.0,2007.0,2004,1,10
349,Mark,Jackson,Mark Jackson,1965-04-01,USA,6-3,195.0,31,Guard,1610612752,Knicks,NYK,New York,1987.0,2003.0,1987,1,18
1631245,Quenton,Jackson,Quenton Jackson,1998-09-15,USA,6-5,173.0,29,Guard,1610612764,Wizards,WAS,Washington,2022.0,2022.0,Undrafted,Undrafted,Undrafted
1872,Randell,Jackson,Randell Jackson,1976-01-06,USA,6-11,215.0,,Forward,0,,,,1998.0,1999.0,1999,,
202704,Reggie,Jackson,Reggie Jackson,1990-04-16,USA,6-2,208.0,1,Guard,1610612743,Nuggets,DEN,Denver,2011.0,2022.0,2011,1,24
77109,Stanley,Jackson,Stanley Jackson,1970-10-10,USA,6-3,185.0,7,Guard,1610612750,Timberwolves,MIN,Minnesota,1993.0,1993.0,Undrafted,Undrafted,Undrafted
1536,Stephen,Jackson,Stephen Jackson,1978-04-05,USA,6-8,220.0,,Guard-Forward,0,,,,2000.0,2013.0,1997,2,42
77110,Tracy,Jackson,Tracy Jackson,1959-04-21,USA,6-6,205.0,7,Guard,1610612741,Bulls,CHI,Chicago,1981.0,1983.0,1981,2,25
1628991,Jaren,Jackson Jr.,Jaren Jackson Jr.,1999-09-15,USA,6-10,242.0,13,Forward-Center,1610612763,Grizzlies,MEM,Memphis,2018.0,2022.0,2018,1,4
2418,Casey,Jacobsen,Casey Jacobsen,1981-03-19,USA,6-6,215.0,23,Guard,1610612756,Suns,PHX,Phoenix,2002.0,2007.0,2002,1,22
1734,Sam,Jacobson,Sam Jacobson,1975-07-22,USA,,,,Guard,0,,,,1998.0,2000.0,1998,1,26
203108,Bernard,James,Bernard James,1985-02-07,USA,6-10,235.0,55,Center,1610612742,Mavericks,DAL,Dallas,2012.0,2014.0,2012,2,33
1080,Henry,James,Henry James,1965-07-29,USA,6-8,220.0,,Forward,0,,,,1990.0,1997.0,Undrafted,Undrafted,Undrafted
1744,Jerome,James,Jerome James,1975-11-17,USA,7-1,285.0,31,Center,1610612760,SuperSonics,SEA,Seattle,1998.0,2008.0,1998,2,36
1629713,Justin,James,Justin James,1997-01-24,USA,6-7,190.0,10,Guard-Forward,1610612758,Kings,SAC,Sacramento,2019.0,2020.0,2019,2,40
2544,LeBron,James,LeBron James,1984-12-30,USA,6-9,250.0,6,Forward,1610612747,Lakers,LAL,Los Angeles,2003.0,2022.0,2003,1,1
1628455,Mike,James,Mike James,1990-08-18,USA,6-1,175.0,55,Guard,1610612756,Suns,PHX,Phoenix,2017.0,2020.0,Undrafted,Undrafted,Undrafted
1906,Tim,James,Tim James,1976-12-25,USA,6-7,214.0,25,Forward,1610612766,Hornets,CHH,Charlotte,1999.0,2002.0,1999,1,25
1712,Antawn,Jamison,Antawn Jamison,1976-06-12,USA,6-9,235.0,,Forward,0,,,,1998.0,2013.0,1998,1,4
101180,Sarunas,Jasikevicius,Sarunas Jasikevicius,1976-03-05,Lithuania,,,,,0,,,,2005.0,2007.0,Undrafted,Undrafted,Undrafted
2744,Al,Jefferson,Al Jefferson,1985-01-04,USA,6-10,280.0,25,Center,1610612762,Jazz,UTA,Utah,2004.0,2017.0,2004,1,15
1628518,Amile,Jefferson,Amile Jefferson,1993-05-07,USA,6-9,222.0,,Forward,0,,,,2017.0,2019.0,2017,,
203928,Cory,Jefferson,Cory Jefferson,1990-12-26,USA,6-9,218.0,,Forward,0,,,,2014.0,2015.0,2014,2,60
200971,Dontell,Jefferson,Dontell Jefferson,1983-12-15,USA,6-5,195.0,2,Guard,1610612766,Bobcats,CHA,Charlotte,2008.0,2008.0,Undrafted,Undrafted,Undrafted
2210,Richard,Jefferson,Richard Jefferson,1980-06-21,USA,6-7,233.0,22,Forward,1610612751,Nets,NJN,New Jersey,2001.0,2017.0,2001,1,13
1629610,DaQuan,Jeffries,DaQuan Jeffries,1997-08-30,USA,6-5,222.0,8,Guard-Forward,1610612752,Knicks,NYK,New York,2019.0,2022.0,Undrafted,Undrafted,Undrafted
2407,Jared,Jeffries,Jared Jeffries,1981-11-25,USA,6-11,240.0,1,Forward,1610612752,Knicks,NYK,New York,2002.0,2012.0,2002,1,11
202724,Charles,Jenkins,Charles Jenkins,1989-02-28,USA,6-3,215.0,31,Guard,1610612744,Warriors,GSW,Golden State,2011.0,2012.0,2011,2,44
2798,Horace,Jenkins,Horace Jenkins,1974-10-14,USA,6-1,180.0,5,Guard,1610612765,Pistons,DET,Detroit,2004.0,2004.0,Undrafted,Undrafted,Undrafted
203098,John,Jenkins,John Jenkins,1991-03-06,USA,6-4,215.0,30,Guard,1610612737,Hawks,ATL,Atlanta,2012.0,2018.0,2012,1,23
201943,Brandon,Jennings,Brandon Jennings,1989-09-23,USA,6-1,170.0,11,Guard,1610612749,Bucks,MIL,Milwaukee,2009.0,2017.0,2009,1,10
24,Keith,Jennings,Keith Jennings,1968-11-02,USA,5-7,160.0,2,Guard,1610612744,Warriors,GOS,Golden State,1992.0,1994.0,Undrafted,Undrafted,Undrafted
1137,Chris,Jent,Chris Jent,1970-01-11,USA,6-7,220.0,,Forward,0,,,,1993.0,1996.0,Undrafted,Undrafted,Undrafted
77129,Les,Jepsen,Les Jepsen,1967-06-24,USA,7-0,237.0,51,Guard,1610612758,Kings,SAC,Sacramento,1990.0,1991.0,1990,2,28
201973,Jonas,Jerebko,Jonas Jerebko,1987-03-02,Sweden,6-10,231.0,21,Forward,1610612765,Pistons,DET,Detroit,2009.0,2018.0,2009,2,39
1629660,Ty,Jerome,Ty Jerome,1997-07-08,USA,6-5,195.0,10,Guard-Forward,1610612744,Warriors,GSW,Golden State,2019.0,2022.0,2019,1,24
201998,Curtis,Jerrells,Curtis Jerrells,1987-02-05,USA,6-1,195.0,5,Guard,1610612759,Spurs,SAS,San Antonio,2009.0,2009.0,Undrafted,Undrafted,Undrafted
203511,Grant,Jerrett,Grant Jerrett,1993-07-08,USA,6-10,232.0,17,Forward,1610612760,Thunder,OKC,Oklahoma City,2013.0,2014.0,2013,2,40
200817,Pooh,Jeter,Pooh Jeter,1983-12-02,USA,5-11,175.0,5,Guard,1610612758,Kings,SAC,Sacramento,2010.0,2010.0,Undrafted,Undrafted,Undrafted
1630198,Isaiah,Joe,Isaiah Joe,1999-07-02,USA,6-3,165.0,11,Guard,1610612760,Thunder,OKC,Oklahoma City,2020.0,2022.0,2020,2,49
2639,Britton,Johnsen,Britton Johnsen,1979-07-08,USA,6-10,210.0,,Forward,0,,,,2003.0,2004.0,Undrafted,Undrafted,Undrafted
200792,Alexander,Johnson,Alexander Johnson,1983-02-08,USA,6-9,240.0,30,Forward,1610612763,Grizzlies,MEM,Memphis,2006.0,2009.0,2006,2,45
1628993,Alize,Johnson,Alize Johnson,1996-04-22,USA,6-8,212.0,,Forward,0,,,,2018.0,2022.0,2018,2,50
101161,Amir,Johnson,Amir Johnson,1987-05-01,USA,6-9,240.0,5,Center-Forward,1610612761,Raptors,TOR,Toronto,2005.0,2018.0,2005,2,56
1533,Anthony,Johnson,Anthony Johnson,1974-10-02,USA,6-3,195.0,8,Guard,1610612754,Pacers,IND,Indiana,1997.0,2009.0,1997,2,39
202356,Armon,Johnson,Armon Johnson,1989-02-23,USA,6-3,195.0,7,Guard,1610612757,Trail Blazers,POR,Portland,2010.0,2011.0,2010,2,34
422,Avery,Johnson,Avery Johnson,1965-03-25,USA,5-11,185.0,6,Guard,1610612759,Spurs,SAS,San Antonio,1988.0,2003.0,Undrafted,Undrafted,Undrafted
1629168,BJ,Johnson,BJ Johnson,1995-12-21,USA,6-6,200.0,,Forward,0,,,,2018.0,2021.0,Undrafted,Undrafted,Undrafted
1627744,Brice,Johnson,Brice Johnson,1994-06-27,USA,6-10,230.0,,Forward,0,,,,2016.0,2017.0,2016,1,25
77130,Buck,Johnson,Buck Johnson,1964-01-03,USA,6-7,190.0,2,Forward,1610612745,Rockets,HOU,Houston,1986.0,1992.0,1986,1,20
1629661,Cameron,Johnson,Cameron Johnson,1996-03-03,USA,6-8,210.0,2,Forward,1610612751,Nets,BKN,Brooklyn,2019.0,2022.0,2019,1,11
201291,Carldell,Johnson,Carldell Johnson,1983-01-28,USA,5-10,180.0,,Guard,0,,,,2011.0,2011.0,Undrafted,Undrafted,Undrafted
202419,Chris,Johnson,Chris Johnson,1985-07-17,USA,6-11,210.0,20,Forward,1610612750,Timberwolves,MIN,Minnesota,2010.0,2012.0,Undrafted,Undrafted,Undrafted
203187,Chris,Johnson,Chris Johnson,1990-04-29,USA,6-6,206.0,23,Forward,1610612762,Jazz,UTA,Utah,2012.0,2015.0,Undrafted,Undrafted,Undrafted
77135,Clay,Johnson,Clay Johnson,1956-07-18,USA,6-4,175.0,34,Guard,1610612747,Lakers,LAL,Los Angeles,1981.0,1983.0,1978,5,110
77136,Clemon,Johnson,Clemon Johnson,1956-09-12,USA,6-10,240.0,45,Center,1610612754,Pacers,IND,Indiana,1978.0,1987.0,1978,2,44
1626177,Dakari,Johnson,Dakari Johnson,1995-09-22,USA,7-0,255.0,44,Center,1610612760,Thunder,OKC,Oklahoma City,2017.0,2017.0,2015,2,48
683,Darryl,Johnson,Darryl Johnson,1965-10-26,USA,6-1,170.0,30,Guard,1610612739,Cavaliers,CLE,Cleveland,1995.0,1995.0,1987,3,58
77138,Dave,Johnson,Dave Johnson,1970-11-16,USA,6-7,210.0,8,Guard,1610612757,Trail Blazers,POR,Portland,1992.0,1993.0,1992,1,26
1630525,David,Johnson,David Johnson,2001-02-26,USA,6-4,203.0,13,Guard,1610612761,Raptors,TOR,Toronto,2021.0,2021.0,2021,2,47
1746,DeMarco,Johnson,DeMarco Johnson,1975-10-06,USA,6-9,245.0,,Forward,0,,,,1999.0,1999.0,1998,2,38
77141,Dennis,Johnson,Dennis Johnson,1954-09-18,USA,6-4,185.0,3,Guard,1610612738,Celtics,BOS,Boston,1976.0,1989.0,1976,2,29
2035,DerMarr,Johnson,DerMarr Johnson,1980-05-05,USA,6-9,210.0,1,Forward-Guard,1610612743,Nuggets,DEN,Denver,2000.0,2007.0,2000,1,6
698,Eddie,Johnson,Eddie Johnson,1959-05-01,USA,,,,Forward,0,,,,1981.0,1998.0,1981,2,29
77144,Eddie,Johnson,Eddie Johnson,1955-02-24,USA,6-2,180.0,15,Guard,1610612737,Hawks,ATL,Atlanta,1977.0,1986.0,1977,3,49
77145,Eric,Johnson,Eric Johnson,1966-02-07,USA,6-2,205.0,15,Guard,1610612762,Jazz,UTA,Utah,1989.0,1989.0,Undrafted,Undrafted,Undrafted
911,Ervin,Johnson,Ervin Johnson,1967-12-21,USA,6-11,245.0,40,Center,1610612749,Bucks,MIL,Milwaukee,1993.0,2005.0,1993,1,23
77146,Frank,Johnson,Frank Johnson,1958-11-23,USA,6-3,185.0,3,Guard,1610612764,Bullets,WAS,Washington,1981.0,1993.0,1981,1,11
77148,George,Johnson,George Johnson,1956-12-08,USA,6-7,210.0,,Forward,1610612754,Pacers,IND,Indiana,1978.0,1985.0,1978,1,12
77149,George,Johnson,George Johnson,1948-12-18,USA,6-11,205.0,,Center,1610612744,Warriors,GOS,Golden State,1972.0,1985.0,1970,5,79
201949,James,Johnson,James Johnson,1987-02-20,USA,6-7,240.0,16,Forward,1610612754,Pacers,IND,Indiana,2009.0,2022.0,2009,1,16
1629640,Keldon,Johnson,Keldon Johnson,1999-10-11,USA,6-5,220.0,3,Forward-Guard,1610612759,Spurs,SAS,San Antonio,2019.0,2022.0,2019,1,29
77154,Ken,Johnson,Ken Johnson,1962-11-07,USA,6-8,240.0,00,Forward,1610612757,Trail Blazers,POR,Portland,1985.0,1985.0,1985,2,28
913,Larry,Johnson,Larry Johnson,1969-03-14,USA,6-7,235.0,2,Forward,1610612766,Hornets,CHH,Charlotte,1991.0,2000.0,1991,1,1
2669,Linton,Johnson,Linton Johnson,1980-06-13,USA,6-8,205.0,54,Forward,1610612740,Hornets,NOK,New Orleans/Oklahoma City,2003.0,2008.0,Undrafted,Undrafted,Undrafted
77142,Magic,Johnson,Magic Johnson,1959-08-14,USA,6-9,220.0,32,Forward-Guard,1610612747,Lakers,LAL,Los Angeles,1979.0,1995.0,1979,1,1
77160,Marques,Johnson,Marques Johnson,1956-02-08,USA,6-7,218.0,8,Forward,1610612749,Bucks,MIL,Milwaukee,1977.0,1989.0,1977,1,3
203910,Nick,Johnson,Nick Johnson,1992-12-22,USA,6-3,202.0,3,Guard,1610612745,Rockets,HOU,Houston,2014.0,2014.0,2014,2,42
1626169,Stanley,Johnson,Stanley Johnson,1996-05-29,USA,6-6,242.0,,Forward-Guard,0,,,,2015.0,2022.0,2015,1,8
77166,Steffond,Johnson,Steffond Johnson,1962-11-04,USA,6-8,240.0,31,Forward,1610612746,Clippers,LAC,Los Angeles,1986.0,1986.0,1986,5,100
77134,Steve,Johnson,Steve Johnson,1957-11-03,USA,6-10,235.0,33,Center,1610612758,Kings,KCK,Kansas City,1981.0,1990.0,1981,1,7
77167,Vinnie,Johnson,Vinnie Johnson,1956-09-01,USA,6-2,200.0,15,Guard,1610612765,Pistons,DET,Detroit,1979.0,1991.0,1979,1,7
202325,Wesley,Johnson,Wesley Johnson,1987-07-11,USA,6-7,215.0,4,Forward-Guard,1610612746,Clippers,LAC,LA,2010.0,2018.0,2010,1,4
203130,Darius,Johnson-Odom,Darius Johnson-Odom,1989-09-28,USA,6-2,215.0,,Guard,0,,,,2012.0,2013.0,2012,2,55
77171,Jim,Johnstone,Jim Johnstone,1960-09-20,USA,6-11,245.0,34,Center,1610612765,Pistons,DET,Detroit,1982.0,1982.0,1982,3,51
2264,Alvin,Jones,Alvin Jones,1978-09-09,USA,6-11,265.0,42,Center,1610612755,76ers,PHI,Philadelphia,2001.0,2002.0,2001,2,56
77174,Askia,Jones,Askia Jones,1971-12-03,USA,6-5,200.0,2,Forward,1610612750,Timberwolves,MIN,Minnesota,1994.0,1994.0,Undrafted,Undrafted,Undrafted
77180,Bill,Jones,Bill Jones,1966-03-18,USA,6-7,175.0,20,Forward,1610612751,Nets,NJN,New Jersey,1988.0,1988.0,1968,7,90
77175,Caldwell,Jones,Caldwell Jones,1950-08-04,USA,6-11,217.0,27,Center,1610612755,76ers,PHI,Philadelphia,1976.0,1989.0,1973,2,32
1630637,Carlik,Jones,Carlik Jones,1997-12-23,USA,6-0,174.0,22,Guard,1610612741,Bulls,CHI,Chicago,2021.0,2022.0,Undrafted,Undrafted,Undrafted
279,Charles,Jones,Charles Jones,1957-04-03,USA,6-9,215.0,27,Forward-Center,1610612764,Bullets,WAS,Washington,1983.0,1997.0,1979,8,165
77178,Charles,Jones,Charles Jones,1962-01-12,USA,6-8,215.0,,Forward,1610612756,Suns,PHX,Phoenix,1984.0,1988.0,1984,2,36
1869,Charles R.,Jones,Charles R. Jones,1975-07-17,USA,6-3,180.0,2,Guard,1610612746,Clippers,LAC,Los Angeles,1998.0,1999.0,Undrafted,Undrafted,Undrafted
2563,Dahntay,Jones,Dahntay Jones,1980-12-27,USA,6-6,225.0,30,Guard-Forward,1610612763,Grizzlies,MEM,Memphis,2003.0,2016.0,2003,1,20
1627745,Damian,Jones,Damian Jones,1995-06-30,USA,6-11,245.0,15,Center,1610612762,Jazz,UTA,Utah,2016.0,2022.0,2016,1,30
